Crop,Season,State,Annual_Rainfall,Fertilizer,Pesticide
Ginger,Kharif     ,Himachal Pradesh,1217.7,388864.64,837.68
Gram,Rabi       ,Himachal Pradesh,1217.7,67673.44,145.78
Groundnut,Kharif     ,Himachal Pradesh,1217.7,7557.44,16.28
Horse-gram,Kharif     ,Himachal Pradesh,1217.7,280484.08,604.21
Linseed,Rabi       ,Himachal Pradesh,1217.7,140843.2,303.4
Maize,Kharif     ,Himachal Pradesh,1217.7,49371381.44,106354.28
Masoor,Rabi       ,Himachal Pradesh,1217.7,84162.4,181.3
Moong(Green Gram),Kharif     ,Himachal Pradesh,1217.7,20095.92,43.29
Moth,Kharif     ,Himachal Pradesh,1217.7,4809.28,10.36
Onion,Rabi       ,Himachal Pradesh,1217.7,163515.52,352.24
Other  Rabi pulses,Rabi       ,Himachal Pradesh,1217.7,1559580.8,3359.6
Other Kharif pulses,Kharif     ,Himachal Pradesh,1217.7,1201632.96,2588.52
Peas & beans (Pulses),Rabi       ,Himachal Pradesh,1217.7,440564.4,949.05
Potato,Kharif     ,Himachal Pradesh,1217.7,510127.2,1098.9
Potato,Rabi       ,Himachal Pradesh,1217.7,1229114.56,2647.72
Ragi,Kharif     ,Himachal Pradesh,1217.7,301782.32,650.09
Rapeseed &Mustard,Rabi       ,Himachal Pradesh,1217.7,1477994.8,3183.85
Rice,Kharif     ,Himachal Pradesh,1217.7,12473211.2,26869.4
Sesamum,Kharif     ,Himachal Pradesh,1217.7,65097.04,140.23
Small millets,Kharif     ,Himachal Pradesh,1217.7,895556.64,1929.18
Soyabean,Kharif     ,Himachal Pradesh,1217.7,95498.56,205.72
Sugarcane,Whole Year ,Himachal Pradesh,1217.7,275331.28,593.11
Turmeric,Kharif     ,Himachal Pradesh,1217.7,48951.6,105.45
Urad,Kharif     ,Himachal Pradesh,1217.7,1205239.92,2596.29
Wheat,Rabi       ,Himachal Pradesh,1217.7,54808272.48,118066.26
Arhar/Tur,Kharif     ,Jharkhand,1137.8,39600813.84,85306.83
Bajra,Kharif     ,Jharkhand,1137.8,49466.88,106.56
Castor seed,Kharif     ,Jharkhand,1137.8,9962.08,21.46
Gram,Rabi       ,Jharkhand,1137.8,39517338.48,85127.01
Groundnut,Kharif     ,Jharkhand,1137.8,4480874.88,9652.56
Horse-gram,Kharif     ,Jharkhand,1137.8,3480544.64,7497.68
Jowar,Kharif     ,Jharkhand,1137.8,308480.96,664.52
Linseed,Rabi       ,Jharkhand,1137.8,6791562.16,14630.17
Maize,Kharif     ,Jharkhand,1137.8,42790053.52,92176.99
Maize,Rabi       ,Jharkhand,1137.8,1312933.44,2828.28
Masoor,Rabi       ,Jharkhand,1137.8,10703911.44,23058.03
Moong(Green Gram),Kharif     ,Jharkhand,1137.8,3939487.36,8486.32
Niger seed,Kharif     ,Jharkhand,1137.8,535375.92,1153.29
Other  Rabi pulses,Rabi       ,Jharkhand,1137.8,3557493.12,7663.44
Other Kharif pulses,Kharif     ,Jharkhand,1137.8,2926962.16,6305.17
Peas & beans (Pulses),Rabi       ,Jharkhand,1137.8,10157542.88,21881.06
Ragi,Kharif     ,Jharkhand,1137.8,2504947.84,5396.08
Rapeseed &Mustard,Rabi       ,Jharkhand,1137.8,50056188.56,107829.47
Rice,Kharif     ,Jharkhand,1137.8,233203017.8,502358.62
Safflower,Rabi       ,Jharkhand,1137.8,54791.44,118.03
Sesamum,Kharif     ,Jharkhand,1137.8,1003765.44,2162.28
Soyabean,Kharif     ,Jharkhand,1137.8,204909.68,441.41
Sunflower,Kharif     ,Jharkhand,1137.8,25592.24,55.13
Sunflower,Rabi       ,Jharkhand,1137.8,68360.48,147.26
Urad,Kharif     ,Jharkhand,1137.8,22060854.4,47522.8
Wheat,Rabi       ,Jharkhand,1137.8,36890612.8,79468.6
Arhar/Tur,Kharif     ,Madhya Pradesh,1446.7,42793488.72,92184.39
Bajra,Kharif     ,Madhya Pradesh,1446.7,58339314.56,125672.72
Banana,Whole Year ,Madhya Pradesh,1446.7,4574671.298,9854.6133
Barley,Rabi       ,Madhya Pradesh,1446.7,5107627.12,11002.69
Coriander,Whole Year ,Madhya Pradesh,1446.7,50203366.27,108146.5156
Cotton(lint),Kharif     ,Madhya Pradesh,1446.7,111696386.8,240612.85
Garlic,Whole Year ,Madhya Pradesh,1446.7,31554675.42,67974.0912
Ginger,Whole Year ,Madhya Pradesh,1446.7,4719889.226,10167.4372
Gram,Rabi       ,Madhya Pradesh,1446.7,330755483.8,712503.08
Groundnut,Kharif     ,Madhya Pradesh,1446.7,37357628.24,80474.63
Groundnut,Summer     ,Madhya Pradesh,1446.7,702326.64,1512.93
Jowar,Kharif     ,Madhya Pradesh,1446.7,18528610,39913.75
Jute,Kharif     ,Madhya Pradesh,1446.7,858.8,1.85
Linseed,Rabi       ,Madhya Pradesh,1446.7,8848903.44,19062.03
Maize,Kharif     ,Madhya Pradesh,1446.7,260405851.3,560958.11
Maize,Summer     ,Madhya Pradesh,1446.7,3606101.2,7768.15
Masoor,Rabi       ,Madhya Pradesh,1446.7,65041733.28,140110.86
Mesta,Kharif     ,Madhya Pradesh,1446.7,138438.56,298.22
Moong(Green Gram),Kharif     ,Madhya Pradesh,1446.7,7890310.88,16997.06
Moong(Green Gram),Summer     ,Madhya Pradesh,1446.7,71890835.04,154864.98
Niger seed,Kharif     ,Madhya Pradesh,1446.7,1066629.6,2297.7
Onion,Whole Year ,Madhya Pradesh,1446.7,29866745.24,64338.005
Other  Rabi pulses,Rabi       ,Madhya Pradesh,1446.7,2294198.32,4942.09
Peas & beans (Pulses),Rabi       ,Madhya Pradesh,1446.7,9980973.6,21500.7
Potato,Whole Year ,Madhya Pradesh,1446.7,25667017.43,55291.0832
Rapeseed &Mustard,Rabi       ,Madhya Pradesh,1446.7,115951569,249779.23
Rice,Kharif     ,Madhya Pradesh,1446.7,528333760,1138120
Rice,Summer     ,Madhya Pradesh,1446.7,5893257.36,12695.07
Safflower,Rabi       ,Madhya Pradesh,1446.7,1889.36,4.07
Sesamum,Kharif     ,Madhya Pradesh,1446.7,54105258.8,116551.85
Small millets,Kharif     ,Madhya Pradesh,1446.7,13708165.6,29529.7
Soyabean,Kharif     ,Madhya Pradesh,1446.7,1063888997,2291796.28
Sugarcane,Whole Year ,Madhya Pradesh,1446.7,21415208.56,46131.97
Sweet potato,Whole Year ,Madhya Pradesh,1446.7,998646.992,2151.254
Turmeric,Whole Year ,Madhya Pradesh,1446.7,2794706.96,6020.27
Urad,Kharif     ,Madhya Pradesh,1446.7,302564858.6,651775.72
Urad,Summer     ,Madhya Pradesh,1446.7,5563134.64,11983.93
Wheat,Rabi       ,Madhya Pradesh,1446.7,1754788960,3780111.29
Arhar/Tur,Kharif     ,Maharashtra,1555.8,226568959.5,488067.74
Bajra,Kharif     ,Maharashtra,1555.8,115557208.1,248929.71
Cotton(lint),Kharif     ,Maharashtra,1555.8,771431012.6,1661792.47
Gram,Rabi       ,Maharashtra,1555.8,350941406.1,755986.96
Groundnut,Kharif     ,Maharashtra,1555.8,37976479.52,81807.74
Groundnut,Summer     ,Maharashtra,1555.8,11965145.12,25774.94
Jowar,Kharif     ,Maharashtra,1555.8,66965960.56,144255.97
Jowar,Rabi       ,Maharashtra,1555.8,340358070.2,733188.67
Linseed,Rabi       ,Maharashtra,1555.8,943477.68,2032.41
Maize,Kharif     ,Maharashtra,1555.8,132549081.4,285533.07
Maize,Rabi       ,Maharashtra,1555.8,51176235.52,110242.24
Maize,Summer     ,Maharashtra,1555.8,9789289.44,21087.78
Moong(Green Gram),Kharif     ,Maharashtra,1555.8,66434706.88,143111.56
Niger seed,Kharif     ,Maharashtra,1555.8,1395721.76,3006.62
Other  Rabi pulses,Rabi       ,Maharashtra,1555.8,21491641.76,46296.62
Other Cereals,Kharif     ,Maharashtra,1555.8,7038896.56,15162.97
Other Cereals,Rabi       ,Maharashtra,1555.8,1830102.8,3942.35
Other Cereals,Summer     ,Maharashtra,1555.8,10606695.28,22848.61
Other Kharif pulses,Kharif     ,Maharashtra,1555.8,15205569.28,32755.36
Other Summer Pulses,Summer     ,Maharashtra,1555.8,2178775.6,4693.45
Ragi,Kharif     ,Maharashtra,1555.8,14122966,30423.25
Rapeseed &Mustard,Rabi       ,Maharashtra,1555.8,1806399.92,3891.29
Rice,Kharif     ,Maharashtra,1555.8,253877253.7,546894.41
Rice,Summer     ,Maharashtra,1555.8,12864136.96,27711.52
Safflower,Rabi       ,Maharashtra,1555.8,3710531.28,7993.11
Sesamum,Kharif     ,Maharashtra,1555.8,3446020.88,7423.31
Sesamum,Rabi       ,Maharashtra,1555.8,323595.84,697.08
Sesamum,Summer     ,Maharashtra,1555.8,689272.88,1484.81
Soyabean,Kharif     ,Maharashtra,1555.8,708322953.4,1525847.07
Sugarcane,Whole Year ,Maharashtra,1555.8,141256626.3,304290.59
Sunflower,Kharif     ,Maharashtra,1555.8,3302944.8,7115.1
Sunflower,Rabi       ,Maharashtra,1555.8,585873.36,1262.07
Sunflower,Summer     ,Maharashtra,1555.8,886453.36,1909.57
Tobacco,Whole Year ,Maharashtra,1555.8,78322.56,168.72
Urad,Kharif     ,Maharashtra,1555.8,58489261.04,125995.73
Wheat,Rabi       ,Maharashtra,1555.8,181544308.4,391077.05
other oilseeds,Kharif     ,Maharashtra,1555.8,1826495.84,3934.58
other oilseeds,Rabi       ,Maharashtra,1555.8,1806399.92,3891.29
other oilseeds,Summer     ,Maharashtra,1555.8,219165.76,472.12
Arhar/Tur,Kharif     ,Mizoram,2178.5,49810.4,107.3
Arhar/Tur,Rabi       ,Mizoram,2178.5,8072.72,17.39
Cotton(lint),Kharif     ,Mizoram,2178.5,3950.48,8.51
Cowpea(Lobia),Kharif     ,Mizoram,2178.5,177428.08,382.21
Cowpea(Lobia),Rabi       ,Mizoram,2178.5,19408.88,41.81
Maize,Kharif     ,Mizoram,2178.5,1006513.6,2168.2
Maize,Rabi       ,Mizoram,2178.5,84677.68,182.41
Onion,Rabi       ,Mizoram,2178.5,3143.208,6.771
Other  Rabi pulses,Rabi       ,Mizoram,2178.5,310198.56,668.22
Other Kharif pulses,Kharif     ,Mizoram,2178.5,130967,282.125
Potato,Kharif     ,Mizoram,2178.5,9103.28,19.61
Potato,Rabi       ,Mizoram,2178.5,15630.16,33.67
Rapeseed &Mustard,Kharif     ,Mizoram,2178.5,3950.48,8.51
Rapeseed &Mustard,Rabi       ,Mizoram,2178.5,94639.76,203.87
Rice,Autumn     ,Mizoram,2178.5,3179277.6,6848.7
Rice,Kharif     ,Mizoram,2178.5,2788008.32,6005.84
Rice,Rabi       ,Mizoram,2178.5,80383.68,173.16
Sesamum,Kharif     ,Mizoram,2178.5,129850.56,279.72
Soyabean,Kharif     ,Mizoram,2178.5,192542.96,414.77
Sugarcane,Whole Year ,Mizoram,2178.5,252143.68,543.16
Tapioca,Kharif     ,Mizoram,2178.5,23531.12,50.69
Tobacco,Kharif     ,Mizoram,2178.5,51528,111
other oilseeds,Kharif     ,Mizoram,2178.5,4576029.92,9857.54
Arhar/Tur,Kharif     ,Nagaland,1593,551349.6,1187.7
Bajra,Kharif     ,Nagaland,1593,121949.6,262.7
Barley,Rabi       ,Nagaland,1593,96185.6,207.2
Castor seed,Kharif     ,Nagaland,1593,61833.6,133.2
Cotton(lint),Kharif     ,Nagaland,1593,979.032,2.109
Cowpea(Lobia),Kharif     ,Nagaland,1593,96185.6,207.2
Ginger,Kharif     ,Nagaland,1593,690475.2,1487.4
Gram,Rabi       ,Nagaland,1593,130537.6,281.2
Groundnut,Kharif     ,Nagaland,1593,180348,388.5
Horse-gram,Kharif     ,Nagaland,1593,92750.4,199.8
Jowar,Kharif     ,Nagaland,1593,48092.8,103.6
Jute,Kharif     ,Nagaland,1593,529020.8,1139.6
Linseed,Rabi       ,Nagaland,1593,1006513.6,2168.2
Maize,Kharif     ,Nagaland,1593,10947982.4,23583.8
Maize,Rabi       ,Nagaland,1593,925786.4,1994.3
Masoor,Rabi       ,Nagaland,1593,379589.6,817.7
Mesta,Kharif     ,Nagaland,1593,336649.6,725.2
Moong(Green Gram),Kharif     ,Nagaland,1593,82444.8,177.6
Other  Rabi pulses,Rabi       ,Nagaland,1593,1860160.8,4007.1
Other Cereals,Kharif     ,Nagaland,1593,219852.8,473.6
Other Cereals,Rabi       ,Nagaland,1593,77292,166.5
Other Kharif pulses,Kharif     ,Nagaland,1593,1940888,4181
Peas & beans (Pulses),Kharif     ,Nagaland,1593,395048,851
Peas & beans (Pulses),Rabi       ,Nagaland,1593,1252130.4,2697.3
Potato,Rabi       ,Nagaland,1593,1295070.4,2789.8
Ragi,Kharif     ,Nagaland,1593,60116,129.5
Rapeseed &Mustard,Rabi       ,Nagaland,1593,4721682.4,10171.3
Rice,Kharif     ,Nagaland,1593,36289452.8,78173.6
Rice,Rabi       ,Nagaland,1593,973879.2,2097.9
Sesamum,Kharif     ,Nagaland,1593,642382.4,1383.8
Small millets,Kharif     ,Nagaland,1593,1516640.8,3267.1
Soyabean,Kharif     ,Nagaland,1593,4323199.2,9312.9
Sugarcane,Kharif     ,Nagaland,1593,764332,1646.5
Sunflower,Kharif     ,Nagaland,1593,61833.6,133.2
Sunflower,Rabi       ,Nagaland,1593,407071.2,876.9
Sweet potato,Kharif     ,Nagaland,1593,322908.8,695.6
Tapioca,Kharif     ,Nagaland,1593,472340,1017.5
Urad,Rabi       ,Nagaland,1593,142560.8,307.1
Wheat,Rabi       ,Nagaland,1593,589136.8,1269.1
other oilseeds,Kharif     ,Nagaland,1593,437988,943.5
Arhar/Tur,Kharif     ,Odisha,1593.9,22093488.8,47593.1
Bajra,Kharif     ,Odisha,1593.9,321191.2,691.9
Castor seed,Kharif     ,Odisha,1593.9,774637.6,1668.7
Castor seed,Rabi       ,Odisha,1593.9,391612.8,843.6
Coriander,Rabi       ,Odisha,1593.9,3431764.8,7392.6
Cotton(lint),Kharif     ,Odisha,1593.9,29123625.6,62737.2
Cowpea(Lobia),Kharif     ,Odisha,1593.9,6927080.8,14922.1
Cowpea(Lobia),Rabi       ,Odisha,1593.9,4805844.8,10352.6
Dry chillies,Kharif     ,Odisha,1593.9,4278541.6,9216.7
Dry chillies,Rabi       ,Odisha,1593.9,8603458.4,18533.3
Garlic,Rabi       ,Odisha,1593.9,2318760,4995
Ginger,Kharif     ,Odisha,1593.9,2943966.4,6341.8
Gram,Rabi       ,Odisha,1593.9,4778363.2,10293.4
Groundnut,Autumn     ,Odisha,1593.9,1659716.88,3575.31
Groundnut,Summer     ,Odisha,1593.9,3152139.52,6790.24
Groundnut,Winter     ,Odisha,1593.9,244242.72,526.14
Horse-gram,Summer     ,Odisha,1593.9,6183.36,13.32
Horse-gram,Winter     ,Odisha,1593.9,3902730.72,8407.14
Jowar,Kharif     ,Odisha,1593.9,997925.6,2149.7
Jute,Autumn     ,Odisha,1593.9,25248.72,54.39
Linseed,Rabi       ,Odisha,1593.9,1746799.2,3762.9
Maize,Autumn     ,Odisha,1593.9,10484402.16,22585.17
Maize,Summer     ,Odisha,1593.9,675703.84,1455.58
Maize,Winter     ,Odisha,1593.9,16317.2,35.15
Masoor,Rabi       ,Odisha,1593.9,1604238.4,3455.8
Mesta,Kharif     ,Odisha,1593.9,805554.4,1735.3
Moong(Green Gram),Autumn     ,Odisha,1593.9,1830274.56,3942.72
Moong(Green Gram),Summer     ,Odisha,1593.9,29088930.08,62662.46
Moong(Green Gram),Winter     ,Odisha,1593.9,10325524.16,22242.92
Niger seed,Winter     ,Odisha,1593.9,2730640.48,5882.26
Onion,Rabi       ,Odisha,1593.9,6032211.2,12994.4
Other  Rabi pulses,Rabi       ,Odisha,1593.9,13386974.4,28837.8
Other Kharif pulses,Kharif     ,Odisha,1593.9,13879925.6,29899.7
Peas & beans (Pulses),Rabi       ,Odisha,1593.9,5736784,12358
Potato,Winter     ,Odisha,1593.9,755228.72,1626.89
Ragi,Autumn     ,Odisha,1593.9,1646834.88,3547.56
Ragi,Summer     ,Odisha,1593.9,65440.56,140.97
Ragi,Winter     ,Odisha,1593.9,4451847.44,9590.03
Rapeseed &Mustard,Winter     ,Odisha,1593.9,1194075.52,2572.24
Rice,Autumn     ,Odisha,1593.9,73183500.8,157649.6
Rice,Summer     ,Odisha,1593.9,50258693.6,108265.7
Rice,Winter     ,Odisha,1593.9,553414155.2,1192147.4
Safflower,Rabi       ,Odisha,1593.9,51528,111
Sannhamp,Kharif     ,Odisha,1593.9,838188.8,1805.6
Sesamum,Autumn     ,Odisha,1593.9,332355.6,715.95
Sesamum,Summer     ,Odisha,1593.9,447091.28,963.11
Sesamum,Winter     ,Odisha,1593.9,1624334.32,3499.09
Small millets,Kharif     ,Odisha,1593.9,5645751.2,12161.9
Sugarcane,Winter     ,Odisha,1593.9,1536908.48,3310.76
Sunflower,Kharif     ,Odisha,1593.9,108208.8,233.1
Sunflower,Rabi       ,Odisha,1593.9,2736136.8,5894.1
Sweet potato,Kharif     ,Odisha,1593.9,6229735.2,13419.9
Sweet potato,Rabi       ,Odisha,1593.9,1135333.6,2445.7
Tobacco,Rabi       ,Odisha,1593.9,22328.8,48.1
Turmeric,Kharif     ,Odisha,1593.9,5152800,11100
Urad,Autumn     ,Odisha,1593.9,1746799.2,3762.9
Urad,Summer     ,Odisha,1593.9,1463738.72,3153.14
Urad,Winter     ,Odisha,1593.9,6689708.48,14410.76
Wheat,Summer     ,Odisha,1593.9,20267.68,43.66
Arhar/Tur,Kharif     ,Punjab,653.2,343520,740
Bajra,Kharif     ,Punjab,653.2,85880,185
Barley,Rabi       ,Punjab,653.2,1064912,2294
Cotton(lint),Kharif     ,Punjab,653.2,42596480,91760
Gram,Rabi       ,Punjab,653.2,257640,555
Groundnut,Kharif     ,Punjab,653.2,240464,518
Guar seed,Kharif     ,Punjab,653.2,2799688,6031
Maize,Kharif     ,Punjab,653.2,19683696,42402
Masoor,Rabi       ,Punjab,653.2,137408,296
Moong(Green Gram),Kharif     ,Punjab,653.2,446576,962
Moong(Green Gram),Rabi       ,Punjab,653.2,3658488,7881
Peas & beans (Pulses),Rabi       ,Punjab,653.2,309168,666
Rapeseed &Mustard,Rabi       ,Punjab,653.2,4877984,10508
Rice,Kharif     ,Punjab,653.2,539669920,1162540
Sesamum,Kharif     ,Punjab,653.2,446576,962
Sugarcane,Whole Year ,Punjab,653.2,15630160,33670
Sunflower,Rabi       ,Punjab,653.2,738568,1591
Urad,Kharif     ,Punjab,653.2,343520,740
Wheat,Rabi       ,Punjab,653.2,604766960,1302770
other oilseeds,Rabi       ,Punjab,653.2,446576,962
Arhar/Tur,Kharif     ,Telangana,1031.7,50599980.72,109000.89
Arhar/Tur,Rabi       ,Telangana,1031.7,57196.08,123.21
Bajra,Kharif     ,Telangana,1031.7,142389.04,306.73
Bajra,Rabi       ,Telangana,1031.7,1417020,3052.5
Banana,Kharif     ,Telangana,1031.7,286839.2,617.9
Cashewnut,Kharif     ,Telangana,1031.7,261246.96,562.77
Castor seed,Kharif     ,Telangana,1031.7,4452190.96,9590.77
Castor seed,Rabi       ,Telangana,1031.7,351420.96,757.02
Coriander,Kharif     ,Telangana,1031.7,8244.48,17.76
Coriander,Rabi       ,Telangana,1031.7,100479.6,216.45
Cotton(lint),Kharif     ,Telangana,1031.7,365268423,786849.77
Cowpea(Lobia),Kharif     ,Telangana,1031.7,134144.56,288.97
Cowpea(Lobia),Rabi       ,Telangana,1031.7,408445.28,879.86
Dry chillies,Kharif     ,Telangana,1031.7,12380460.8,26669.6
Dry chillies,Rabi       ,Telangana,1031.7,1459788.24,3144.63
Garlic,Rabi       ,Telangana,1031.7,3950.48,8.51
Ginger,Kharif     ,Telangana,1031.7,413769.84,891.33
Gram,Rabi       ,Telangana,1031.7,22314028.64,48068.18
Groundnut,Kharif     ,Telangana,1031.7,2123468.88,4574.31
Groundnut,Rabi       ,Telangana,1031.7,16931413.76,36473.12
Horse-gram,Kharif     ,Telangana,1031.7,74028.56,159.47
Horse-gram,Rabi       ,Telangana,1031.7,106319.44,229.03
Jowar,Kharif     ,Telangana,1031.7,9814194.64,21141.43
Jowar,Rabi       ,Telangana,1031.7,5340018.4,11503.3
Maize,Kharif     ,Telangana,1031.7,67105257.92,144556.04
Maize,Rabi       ,Telangana,1031.7,43379877.36,93447.57
Moong(Green Gram),Kharif     ,Telangana,1031.7,10289798.08,22165.96
Moong(Green Gram),Rabi       ,Telangana,1031.7,1014071.04,2184.48
Onion,Kharif     ,Telangana,1031.7,409304.08,881.71
Onion,Rabi       ,Telangana,1031.7,863265.76,1859.62
Potato,Kharif     ,Telangana,1031.7,515.28,1.11
Potato,Rabi       ,Telangana,1031.7,170729.44,367.78
Ragi,Kharif     ,Telangana,1031.7,255578.88,550.56
Ragi,Rabi       ,Telangana,1031.7,45001.12,96.94
Rice,Kharif     ,Telangana,1031.7,280166495.8,603525.87
Rice,Rabi       ,Telangana,1031.7,272250249.1,586472.94
Safflower,Kharif     ,Telangana,1031.7,171.76,0.37
Safflower,Rabi       ,Telangana,1031.7,272067.84,586.08
Sesamum,Kharif     ,Telangana,1031.7,85021.2,183.15
Sesamum,Rabi       ,Telangana,1031.7,3394836.4,7313.05
Small millets,Kharif     ,Telangana,1031.7,158706.24,341.88
Small millets,Rabi       ,Telangana,1031.7,11851.44,25.53
Soyabean,Kharif     ,Telangana,1031.7,29558521.92,63674.04
Sugarcane,Kharif     ,Telangana,1031.7,4485512.4,9662.55
Sunflower,Kharif     ,Telangana,1031.7,10820.88,23.31
Sunflower,Rabi       ,Telangana,1031.7,767595.44,1653.53
Sweet potato,Kharif     ,Telangana,1031.7,2576.4,5.55
Sweet potato,Rabi       ,Telangana,1031.7,18550.08,39.96
Tobacco,Kharif     ,Telangana,1031.7,233250.08,502.46
Tobacco,Rabi       ,Telangana,1031.7,273957.2,590.15
Turmeric,Kharif     ,Telangana,1031.7,9523061.44,20514.28
Urad,Kharif     ,Telangana,1031.7,2528822.48,5447.51
Urad,Rabi       ,Telangana,1031.7,1170716.16,2521.92
Wheat,Kharif     ,Telangana,1031.7,171.76,0.37
Wheat,Rabi       ,Telangana,1031.7,767938.96,1654.27
Arhar/Tur,Kharif     ,Tripura,2252.8,829944.32,1787.84
Cotton(lint),Kharif     ,Tripura,2252.8,130537.6,281.2
Cowpea(Lobia),Kharif     ,Tripura,2252.8,692536.32,1491.84
Gram,Rabi       ,Tripura,2252.8,49982.16,107.67
Groundnut,Kharif     ,Tripura,2252.8,207314.32,446.59
Groundnut,Rabi       ,Tripura,2252.8,199241.6,429.2
Jowar,Kharif     ,Tripura,2252.8,93609.2,201.65
Jowar,Rabi       ,Tripura,2252.8,57539.6,123.95
Jute,Kharif     ,Tripura,2252.8,107006.48,230.51
Khesari,Rabi       ,Tripura,2252.8,8931.52,19.24
Maize,Kharif     ,Tripura,2252.8,2144423.6,4619.45
Maize,Rabi       ,Tripura,2252.8,369284,795.5
Masoor,Rabi       ,Tripura,2252.8,380276.64,819.18
Mesta,Kharif     ,Tripura,2252.8,73856.8,159.1
Moong(Green Gram),Kharif     ,Tripura,2252.8,388521.12,836.94
Moong(Green Gram),Rabi       ,Tripura,2252.8,304015.2,654.9
Other  Rabi pulses,Rabi       ,Tripura,2252.8,149774.72,322.64
Other Kharif pulses,Kharif     ,Tripura,2252.8,21641.76,46.62
Peas & beans (Pulses),Rabi       ,Tripura,2252.8,549632,1184
Rapeseed &Mustard,Rabi       ,Tripura,2252.8,1356045.2,2921.15
Rice,Autumn     ,Tripura,2252.8,5880203.6,12666.95
Rice,Kharif     ,Tripura,2252.8,2615561.28,5634.36
Rice,Summer     ,Tripura,2252.8,12122305.52,26113.49
Rice,Winter     ,Tripura,2252.8,25299389.2,54499.15
Sesamum,Kharif     ,Tripura,2252.8,1135505.36,2446.07
Small millets,Kharif     ,Tripura,2252.8,78666.08,169.46
Soyabean,Kharif     ,Tripura,2252.8,6011.6,12.95
Soyabean,Rabi       ,Tripura,2252.8,30745.04,66.23
Sugarcane,Whole Year ,Tripura,2252.8,117999.12,254.19
Urad,Kharif     ,Tripura,2252.8,507035.52,1092.24
Urad,Rabi       ,Tripura,2252.8,337851.92,727.79
Wheat,Rabi       ,Tripura,2252.8,25420.48,54.76
other oilseeds,Rabi       ,Tripura,2252.8,15973.68,34.41
Arhar/Tur,Kharif     ,Uttar Pradesh,814.5,48951600,105450
Bajra,Kharif     ,Uttar Pradesh,814.5,157519378.4,339323.3
Banana,Summer     ,Uttar Pradesh,814.5,12467199.6,26856.45
Barley,Rabi       ,Uttar Pradesh,814.5,28680313.04,61782.23
Coriander,Rabi       ,Uttar Pradesh,814.5,1217778.4,2623.3
Cotton(lint),Kharif     ,Uttar Pradesh,814.5,547055.6,1178.45
Dry chillies,Kharif     ,Uttar Pradesh,814.5,2326832.72,5012.39
Garlic,Rabi       ,Uttar Pradesh,814.5,5949422.88,12816.06
Ginger,Kharif     ,Uttar Pradesh,814.5,151148.8,325.6
Gram,Rabi       ,Uttar Pradesh,814.5,106624485.8,229687.12
Groundnut,Kharif     ,Uttar Pradesh,814.5,16114866.72,34714.14
Guar seed,Kharif     ,Uttar Pradesh,814.5,339913.04,732.23
Jowar,Kharif     ,Uttar Pradesh,814.5,28863752.72,62177.39
Linseed,Rabi       ,Uttar Pradesh,814.5,4650058.48,10017.01
Maize,Kharif     ,Uttar Pradesh,814.5,114265744.6,246147.68
Maize,Rabi       ,Uttar Pradesh,814.5,2575025.92,5547.04
Maize,Summer     ,Uttar Pradesh,814.5,8384807.92,18062.29
Masoor,Rabi       ,Uttar Pradesh,814.5,79589118.24,171448.38
Moong(Green Gram),Kharif     ,Uttar Pradesh,814.5,8403186.24,18101.88
Moong(Green Gram),Summer     ,Uttar Pradesh,814.5,7621334.72,16417.64
Onion,Rabi       ,Uttar Pradesh,814.5,2015431.84,4341.58
Onion,Summer     ,Uttar Pradesh,814.5,2787836.56,6005.47
Peas & beans (Pulses),Rabi       ,Uttar Pradesh,814.5,59010380.88,127118.31
Potato,Rabi       ,Uttar Pradesh,814.5,94877132.32,204381.34
Rapeseed &Mustard,Rabi       ,Uttar Pradesh,814.5,120728214.6,260068.93
Rice,Kharif     ,Uttar Pradesh,814.5,1013158994,2182515.3
Rice,Summer     ,Uttar Pradesh,814.5,4407189.84,9493.83
Sannhamp,Kharif     ,Uttar Pradesh,814.5,277048.88,596.81
Sesamum,Kharif     ,Uttar Pradesh,814.5,61130929.84,131686.33
Small millets,Kharif     ,Uttar Pradesh,814.5,1397095.84,3009.58
Small millets,Summer     ,Uttar Pradesh,814.5,9103.28,19.61
Soyabean,Kharif     ,Uttar Pradesh,814.5,3847767.52,8288.74
Sugarcane,Kharif     ,Uttar Pradesh,814.5,379305680.7,817088.39
Sunflower,Summer     ,Uttar Pradesh,814.5,587590.96,1265.77
